tenure,Contract,InternetService,PaymentMethod,TotalCharges,MonthlyCharges,PaperlessBilling,StreamingTV,StreamingMovies,Partner,Churn
1,0,0,1,24.0,24.0,0,0,0,0,0
19,2,0,1,485.9,25.6,0,0,0,1,0
26,2,1,2,1905.7,73.5,1,2,2,1,0
21,0,2,2,1565.7,74.05,1,1,1,1,1
50,1,2,0,4858.7,98.25,1,2,2,1,0
68,1,1,0,3723.65,54.4,1,2,2,1,0
3,0,2,2,298.35,101.55,1,2,2,0,1
9,0,2,0,970.45,103.1,0,2,2,1,0
51,2,1,2,1782.0,34.2,0,1,1,1,0
9,0,1,0,405.7,43.75,1,1,1,0,0
41,1,2,0,4534.9,111.95,1,2,2,1,1
22,0,2,0,2415.95,100.65,1,2,2,0,0
21,1,1,0,1157.05,55.95,1,2,2,1,1
71,2,2,2,8297.5,116.05,1,2,2,1,0
1,0,1,0,45.75,45.75,0,1,1,0,1
26,1,1,2,2083.1,82.0,1,2,2,1,0
71,2,1,2,4681.75,65.15,0,1,1,1,0
4,0,1,2,176.2,44.8,1,1,1,0,0
12,0,2,0,1001.2,79.8,1,1,1,0,0
18,0,2,0,1594.75,88.85,1,2,1,1,0
3,0,2,0,212.4,74.95,1,1,1,0,0
72,1,2,2,7677.4,106.85,1,2,2,1,0
11,0,2,0,815.5,74.95,0,1,1,0,1
1,0,2,2,80.15,80.15,0,1,2,0,1
13,1,0,2,259.65,19.3,0,0,0,0,0
72,1,2,0,8109.8,109.25,1,2,2,1,1
42,1,1,2,2386.85,56.1,0,1,1,1,0
17,0,0,2,340.35,19.7,0,0,0,0,0
7,0,1,1,419.35,51.3,1,1,1,0,0
68,2,2,1,7990.05,118.6,0,2,2,1,0
56,2,0,2,1402.25,24.15,0,0,0,1,0
38,1,0,1,749.35,20.3,0,0,0,1,0
72,2,2,0,8425.15,115.5,1,2,2,1,0
48,1,0,2,1171.5,25.05,0,0,0,0,0
52,0,2,0,5647.95,109.1,1,2,2,1,0
35,1,0,1,708.8,19.65,0,0,0,1,0
67,2,2,2,7567.2,111.3,1,2,2,1,0
1,0,1,1,29.9,29.9,0,1,1,0,0
53,0,2,1,4348.1,80.6,1,1,1,0,0
34,0,0,1,635.9,20.8,0,0,0,1,0
3,0,1,2,108.95,35.2,0,2,1,0,1
1,0,2,0,78.8,78.8,0,2,1,1,1
19,0,2,1,1682.4,89.95,0,2,1,0,0
60,2,2,2,6925.9,116.05,1,2,2,1,0
11,2,0,2,223.15,19.55,0,0,0,0,0
47,0,2,0,5127.95,106.4,1,2,2,0,1
18,0,1,0,874.8,49.4,0,1,1,0,1
60,2,2,2,6758.45,115.25,0,2,2,1,0
72,2,0,2,1874.3,24.8,0,0,0,1,0
39,1,0,1,791.15,19.9,0,0,0,0,0
59,1,2,2,4639.45,81.25,1,1,1,1,0
2,0,2,1,143.9,69.95,0,1,1,1,0
1,0,2,0,69.1,69.1,0,1,1,0,1
20,0,2,0,1776.55,90.2,1,2,2,1,1
6,0,2,2,536.4,93.55,1,2,2,0,1
71,2,2,2,6172.0,86.4,1,1,1,0,0
24,0,1,1,1559.45,66.3,0,1,1,1,0
67,0,2,2,6079.0,94.65,1,2,2,1,0
1,0,2,1,80.85,80.85,1,1,2,0,1
48,1,2,1,4029.95,82.05,1,1,2,1,1
37,1,1,1,2658.4,72.1,0,1,2,1,0
11,0,1,1,383.55,34.7,0,1,1,0,0
3,0,0,2,51.15,20.55,1,0,0,1,1
18,0,2,2,1745.5,95.95,1,2,2,1,0
50,1,1,2,2230.85,44.8,1,1,1,1,0
67,1,2,0,7281.6,109.4,1,2,2,1,0
25,0,1,1,1837.7,71.05,1,1,2,1,0
2,0,2,0,149.55,78.55,1,1,1,0,1
9,0,0,2,180.7,19.7,0,0,0,0,0
10,1,1,1,411.45,40.25,0,1,1,0,0
70,2,0,2,1328.35,19.85,0,0,0,1,0
9,0,1,2,576.95,68.25,1,1,2,0,0
4,0,0,2,68.45,20.15,1,0,0,0,0
2,0,1,1,123.05,50.95,0,1,1,0,0
1,0,2,0,78.65,78.65,0,1,2,0,1
19,0,1,2,468.35,25.15,1,1,1,0,0
7,0,0,2,174.7,20.25,1,0,0,1,0
1,0,1,0,42.9,42.9,1,1,1,0,1
1,0,1,0,44.0,44.0,0,1,1,0,0
9,1,0,1,172.35,20.25,0,0,0,1,0
3,0,1,1,139.35,34.25,0,1,1,0,1
9,0,1,1,539.85,58.5,0,2,2,0,1
5,0,1,2,300.4,55.8,0,1,1,0,0
56,1,2,2,4968.0,88.9,0,2,2,1,0
18,0,1,1,992.7,57.65,0,1,1,0,0
49,0,2,0,4718.25,96.2,1,2,2,0,1
70,2,1,1,5536.5,79.15,0,2,1,1,0
72,2,2,2,7806.6,108.05,1,2,2,0,0
6,0,2,0,434.1,74.4,0,1,1,0,1
17,0,2,0,1563.9,94.8,1,2,2,1,0
29,0,1,0,1332.4,45.9,1,2,2,1,0
6,0,2,0,545.2,105.3,1,2,2,1,1
63,2,2,0,6296.75,102.6,0,2,2,1,0
16,0,2,2,1284.2,73.85,1,1,1,1,1
59,1,1,2,3645.5,61.35,1,1,2,0,0
3,0,1,0,161.45,57.55,0,2,1,0,0
8,0,1,1,226.95,29.25,1,1,1,0,0
7,0,2,0,646.85,84.55,1,1,2,1,1
68,2,0,2,1441.65,19.6,0,0,0,0,0
68,2,2,2,7511.3,111.75,0,2,2,1,0
52,1,2,0,5621.85,106.5,1,2,2,1,0
72,2,2,2,7919.8,107.7,1,2,2,1,0
32,1,0,1,593.2,19.3,0,0,0,1,0
72,2,0,2,1423.65,20.05,0,0,0,1,0
1,0,2,2,69.95,69.95,1,1,1,1,0
42,1,1,2,2763.35,63.7,0,1,2,1,0
25,2,0,2,692.1,24.75,0,0,0,0,1
45,0,1,2,2298.55,50.9,1,1,1,0,0
43,1,1,2,2640.55,60.4,1,2,2,1,0
37,1,1,1,2911.8,79.25,0,2,2,1,0
20,0,2,2,1727.5,85.8,1,1,2,0,1
4,0,1,0,86.6,24.45,1,1,1,0,1
63,2,2,2,6705.7,110.1,1,2,2,1,0
3,0,2,1,237.65,90.7,0,2,2,0,0
66,2,0,2,1672.35,25.3,1,0,0,1,0
28,0,2,0,2979.5,105.7,1,2,2,0,1
8,0,2,0,695.75,85.2,0,1,2,0,0
71,2,0,1,1654.6,24.35,0,0,0,0,0
1,0,1,0,24.25,24.25,1,1,1,0,1
72,2,0,2,1857.85,25.1,0,0,0,1,0
16,0,1,2,825.1,54.55,1,1,1,1,0
66,2,2,1,6424.25,96.6,0,1,1,1,0
11,0,2,0,837.95,76.5,1,1,1,0,1
51,1,1,2,4126.2,81.15,1,2,1,0,0
8,0,1,0,330.8,38.5,1,1,2,0,0
14,0,2,0,1337.45,92.9,1,2,2,0,0
4,0,2,0,362.2,93.5,1,1,2,0,1
70,2,1,1,5991.05,84.7,0,2,2,0,0
70,2,1,0,4891.5,66.0,0,1,1,0,0
54,1,2,2,5373.1,101.5,1,2,2,1,1
28,0,2,2,2068.55,74.9,1,1,1,0,1
24,2,0,1,487.05,20.75,0,0,0,0,0
69,2,1,2,4131.2,61.45,1,1,2,1,0
42,0,1,1,2301.15,54.5,0,1,1,1,0
2,0,2,0,131.65,69.6,1,1,1,0,1
39,0,2,0,4036.0,99.75,1,2,2,0,0
45,2,2,2,4900.65,109.75,1,2,2,1,0
72,2,1,2,5727.45,80.85,1,2,1,1,0
38,2,0,1,743.05,20.3,0,0,0,0,0
72,2,1,2,4804.65,67.8,1,1,1,1,0
1,0,0,1,24.05,24.05,1,0,0,0,1
72,2,0,2,1414.65,19.8,1,0,0,1,0
55,2,0,2,1443.65,25.7,0,0,0,1,0
51,1,1,0,2898.95,56.15,1,2,2,1,0
63,2,1,2,5309.5,86.7,1,2,2,0,0
1,0,0,1,20.4,20.4,0,0,0,0,0
23,2,0,1,451.55,19.65,1,0,0,1,0
1,0,1,0,50.55,50.55,0,1,1,0,1
2,0,1,1,117.05,54.35,1,1,1,0,0
52,0,2,2,5839.3,108.1,0,2,2,0,0
36,1,1,1,1893.5,54.45,0,1,1,0,0
1,0,1,1,45.35,45.35,0,1,1,0,0
28,1,1,1,1654.45,59.0,0,1,1,0,0
7,1,1,0,477.05,69.45,0,2,1,1,0
14,0,2,0,1415.55,100.55,1,2,2,0,1
72,2,1,2,4546.0,64.95,1,2,2,1,0
1,0,0,1,20.5,20.5,1,0,0,1,1
10,0,0,1,163.2,18.85,0,0,0,0,0
42,1,0,2,849.9,19.8,0,0,0,0,0
7,0,1,2,189.95,25.05,0,1,1,0,0
4,0,2,2,321.9,74.8,1,1,1,0,1
72,2,2,2,8058.55,114.3,1,2,2,1,0
20,0,1,0,482.8,24.45,1,1,1,1,1
63,2,2,2,7049.75,109.2,0,2,2,0,0
56,2,1,2,2560.1,45.05,0,1,1,0,0
5,0,1,1,286.8,51.0,1,1,1,0,0
72,2,2,2,7982.5,110.45,1,2,2,1,0
68,0,2,0,5683.6,84.65,1,1,1,1,0
67,1,1,1,3994.05,60.05,0,1,1,1,0
8,0,1,2,369.15,44.65,0,1,1,1,0
52,0,2,2,4631.7,93.25,1,1,2,1,0
18,0,0,1,401.95,20.25,1,0,0,1,0
59,2,0,1,1534.05,25.45,0,0,0,1,0
60,2,0,1,1093.0,20.6,0,0,0,0,0
7,0,2,0,701.3,94.1,1,2,2,0,0
59,1,1,1,1980.3,34.8,0,1,1,1,0
46,2,1,2,2893.4,60.75,1,2,2,0,0
5,0,1,0,262.3,51.35,1,1,1,0,0
59,2,1,2,3886.85,64.05,1,2,2,1,0
70,2,1,2,5917.55,84.8,1,2,2,1,0
14,0,2,2,914.0,71.0,1,1,1,0,1
44,0,1,1,2139.1,50.15,1,1,1,0,0
64,2,2,2,5948.7,94.6,1,2,1,1,0
58,2,1,1,3624.35,59.75,0,2,2,1,0
46,1,2,0,4753.85,100.25,0,2,2,1,0
58,0,2,0,5780.7,98.9,1,2,2,1,0
72,2,2,2,6869.7,97.7,1,2,2,1,0
30,0,1,0,1172.95,40.3,1,2,1,0,1
11,0,1,2,662.95,60.25,0,1,1,0,0
34,0,1,0,1765.95,56.25,1,2,2,0,0
54,2,1,2,2431.95,46.2,0,1,2,0,0
3,0,1,0,155.35,50.6,1,2,2,0,1
72,2,0,1,1859.2,24.9,0,0,0,1,0
40,0,2,0,3303.05,84.85,1,1,1,1,1
2,0,1,1,134.35,65.7,0,2,2,1,1
54,2,1,2,3409.1,63.35,0,1,2,1,0
14,0,1,2,709.5,50.1,0,1,1,0,0
1,0,2,0,70.5,70.5,0,1,1,0,1
10,0,2,0,953.45,94.85,1,1,2,0,1
1,0,1,0,50.15,50.15,0,1,1,0,0
1,0,0,1,19.75,19.75,0,0,0,0,1
56,1,1,2,3665.55,64.65,1,1,1,0,0
68,2,1,2,5515.8,79.6,1,2,2,1,0
14,1,0,1,272.0,19.5,1,0,0,1,0
68,2,2,0,6668.0,99.55,1,2,2,1,0
55,0,2,0,4052.4,74.0,1,1,1,1,0
16,0,1,0,664.4,38.9,1,2,1,0,0
9,0,2,0,718.55,79.55,1,1,2,0,0
14,0,1,0,937.6,65.45,1,2,1,1,1
58,0,2,0,5812.6,98.7,1,2,2,1,1
53,0,1,2,2546.85,46.3,1,1,2,0,0
70,2,2,2,6944.5,99.35,1,2,1,1,0
14,0,2,0,1346.3,95.8,1,2,2,1,0
22,1,1,2,1544.05,67.5,1,2,1,1,1
10,0,2,2,765.15,78.15,1,1,1,1,0
29,2,0,1,692.55,26.1,0,0,0,1,0
1,0,2,0,69.6,69.6,1,1,1,0,1
49,1,1,0,4059.35,84.35,0,2,2,1,1
68,0,2,0,6851.65,100.2,1,2,2,1,1
1,0,2,0,78.05,78.05,0,2,1,0,1
30,1,1,2,1187.05,40.35,1,1,2,0,0
72,2,1,2,5401.9,79.2,0,2,1,1,0
10,0,0,1,247.0,20.9,1,0,0,0,0
7,0,2,0,520.0,73.6,0,1,1,0,1
9,0,2,0,706.6,74.75,1,1,1,0,1
1,0,1,1,49.9,49.9,0,1,1,0,0
20,0,1,2,1370.35,68.9,1,1,2,0,0
1,0,0,1,20.25,20.25,1,0,0,0,0
29,0,2,2,2215.25,76.0,1,1,1,0,0
1,0,2,0,74.0,74.0,0,1,1,0,0
3,0,2,1,214.4,82.3,1,1,1,0,0
20,0,2,2,1871.15,89.4,1,2,1,0,0
64,0,2,2,6171.2,99.15,1,2,2,0,0
1,0,0,1,20.2,20.2,1,0,0,0,1
6,0,1,2,161.45,29.45,0,1,1,0,0
50,2,0,0,1013.2,19.8,0,0,0,1,0
6,0,1,2,336.7,59.15,1,1,2,0,0
7,0,1,0,333.65,44.75,0,1,1,1,0
72,2,2,2,6511.8,90.8,1,1,2,1,0
8,0,1,2,393.45,49.55,1,1,1,1,0
67,2,2,2,7009.5,106.7,0,2,2,1,0
24,0,2,0,2264.05,93.55,1,2,2,1,1
72,2,2,2,6921.7,94.45,1,1,2,1,0
33,1,0,2,600.25,19.45,1,0,0,1,0
2,0,1,0,56.35,25.05,1,1,1,0,1
70,2,1,1,4664.15,67.95,0,1,2,1,0
22,1,1,2,1441.8,65.25,0,2,1,0,0
59,0,2,2,5623.7,99.45,1,1,2,0,0
36,1,0,2,695.85,20.35,1,0,0,0,0
51,2,0,1,1028.75,19.95,0,0,0,1,0
53,1,1,2,4155.95,77.4,0,2,1,1,0
20,1,0,2,395.6,19.7,0,0,0,1,0
63,2,2,2,6330.4,99.7,0,2,2,1,0
40,0,2,2,2971.7,74.8,0,1,1,0,0
35,1,0,1,638.0,19.15,1,0,0,0,0
26,1,2,2,2034.25,78.95,0,1,2,1,0
27,0,2,0,2510.2,95.55,1,1,2,1,1
53,1,1,2,3419.5,62.85,0,1,1,0,0
34,0,2,2,2427.35,71.55,0,1,1,1,0
19,0,2,0,1760.25,94.95,1,2,2,1,0
43,0,2,2,3551.65,86.1,1,1,1,1,0
6,0,0,1,122.9,19.55,0,0,0,1,0
56,2,0,1,1424.2,24.8,1,0,0,0,0
57,0,1,0,2111.45,39.3,1,2,1,0,1
34,0,2,1,2909.95,84.05,1,2,1,1,0
10,0,1,0,374.0,36.25,0,1,1,0,0
1,0,0,1,20.25,20.25,1,0,0,0,1
13,0,1,0,300.8,23.9,1,1,1,0,1
56,0,2,0,5581.05,98.6,0,2,2,0,0
55,0,2,2,5676.65,103.65,1,2,2,1,0
36,2,1,2,3379.25,92.9,1,2,2,1,0
47,1,0,2,942.95,19.9,0,0,0,1,0
12,0,0,2,232.4,20.1,1,0,0,1,0
1,0,2,0,85.45,85.45,1,2,1,0,1
24,0,2,0,2088.45,80.5,1,1,1,0,0
63,1,2,2,6137.0,99.9,0,2,2,0,1
35,0,1,0,1434.6,39.85,1,2,1,0,0
67,1,1,2,3870.0,60.5,0,1,1,0,0
25,0,2,0,2043.45,84.8,1,1,2,0,1
21,0,2,1,2215.0,103.85,0,2,2,0,0
13,0,1,2,842.25,67.8,0,1,2,0,0
35,0,2,0,2576.2,75.2,1,1,1,1,1
71,2,0,2,1901.0,24.85,0,0,0,1,0
29,0,0,2,601.6,19.35,0,0,0,0,0
71,2,1,0,3515.25,49.35,0,2,2,1,1
7,0,2,0,605.45,89.0,1,2,2,1,0
57,0,1,0,3094.05,55.0,1,2,2,0,0
65,2,1,2,4929.55,76.15,0,1,2,1,0
27,1,0,1,595.05,20.3,0,0,0,0,0
6,0,2,0,469.8,74.9,1,1,1,0,1
72,2,2,2,8436.25,117.35,1,2,2,0,0
1,0,0,1,19.75,19.75,1,0,0,0,0
11,0,1,2,492.0,45.2,0,1,1,0,0
39,2,0,1,987.95,25.2,0,0,0,1,0
59,0,2,0,5496.9,89.75,1,1,1,0,0
26,1,1,2,1908.35,75.0,0,2,2,0,0
2,0,1,1,107.1,49.95,0,1,1,0,0
72,2,1,2,4575.35,65.7,0,2,2,1,0
65,1,1,2,4309.55,67.05,0,1,1,1,0
72,2,2,2,7922.75,110.9,0,2,2,1,0
6,0,2,2,522.35,87.95,1,1,2,0,0
32,1,0,2,587.7,19.8,0,0,0,0,0
50,1,1,2,3876.2,75.7,0,2,2,1,0
61,2,1,1,3778.85,62.15,1,2,2,1,0
15,0,2,0,1457.25,101.25,1,2,2,0,1
72,2,2,2,8349.45,115.15,0,2,2,1,0
9,0,0,1,185.6,18.95,1,0,0,0,1
1,0,0,1,19.5,19.5,0,0,0,0,0
12,0,2,0,1066.9,86.55,1,1,2,0,0
37,0,1,2,973.55,28.6,0,1,1,0,1
61,1,0,1,1226.45,20.4,0,0,0,1,0
18,1,0,2,342.3,19.8,0,0,0,1,0
21,0,1,1,985.05,45.65,0,1,1,0,0
68,2,1,1,3948.45,56.4,1,1,2,1,0
12,0,2,2,828.05,73.3,1,1,1,0,0
2,0,1,0,41.85,24.35,0,1,1,0,1
62,0,2,0,6164.7,101.35,1,2,2,1,0
29,0,2,0,2862.75,98.65,0,2,2,0,1
1,0,1,1,33.6,33.6,0,1,1,0,0
5,0,2,2,343.95,79.9,1,1,1,1,1
1,0,0,0,20.7,20.7,0,0,0,0,0
62,2,2,0,6590.5,104.05,1,2,2,0,0
36,2,0,2,717.95,20.25,0,0,0,1,0
28,0,2,0,2890.65,103.3,1,2,2,0,1
69,1,1,2,4885.85,73.7,0,2,1,1,0
11,0,2,2,1222.05,96.2,1,2,1,1,1
63,0,2,0,6871.7,108.75,1,2,2,1,0
23,1,0,2,405.6,20.15,0,0,0,0,0
10,0,0,2,208.25,19.75,0,0,0,0,0
71,2,0,2,1801.9,25.95,1,0,0,1,0
45,0,1,0,3062.45,70.05,1,1,2,0,0
70,2,0,1,1764.75,24.05,0,0,0,1,0
22,0,2,0,1816.75,84.75,1,1,2,0,0
52,2,0,1,1255.1,23.05,0,0,0,1,0
55,1,2,0,5743.05,104.15,1,2,2,1,1
65,2,1,2,3921.1,59.95,0,2,2,0,0
72,2,0,2,1463.45,19.55,0,0,0,1,0
10,1,0,2,189.45,19.6,0,0,0,1,0
7,1,0,1,96.8,20.05,0,0,0,0,0
5,0,2,0,408.5,85.55,1,1,2,0,0
24,2,1,2,1846.65,78.6,0,2,2,1,0
72,2,2,2,8456.75,116.8,1,2,2,1,0
21,0,1,1,1011.5,43.55,1,2,1,0,0
69,1,1,2,4263.4,60.8,1,2,2,1,0
44,0,1,2,2549.1,54.9,1,1,1,1,0
61,1,1,0,3965.05,65.2,1,2,1,1,0
24,0,2,2,2496.7,102.95,1,2,2,0,1
1,0,2,0,90.6,90.6,0,2,2,0,1
6,0,1,2,288.05,50.8,1,1,1,0,1
4,0,2,0,368.1,90.05,1,1,2,0,1
72,2,2,0,7840.6,108.2,1,2,2,1,0
72,2,1,2,6632.75,92.0,0,2,2,0,0
14,0,2,0,1013.35,75.1,1,1,1,1,0
7,0,0,2,152.95,25.05,1,0,0,0,0
48,1,2,0,3772.65,75.15,0,1,1,0,0
55,1,0,1,1026.35,19.5,0,0,0,1,0
1,0,0,2,19.3,19.3,0,0,0,0,0
45,1,2,2,5031.85,112.2,0,2,2,0,0
3,0,2,1,220.4,70.3,1,1,1,0,0
71,2,0,1,1416.5,19.6,0,0,0,1,0
8,0,0,1,158.35,20.25,0,0,0,1,0
3,0,2,0,256.6,75.85,1,1,1,1,1
69,2,1,2,5542.55,80.65,0,2,2,1,0
1,0,2,0,68.5,68.5,1,1,1,1,1
72,2,2,2,8443.7,115.75,1,2,2,1,0
11,0,2,0,791.75,73.5,1,1,1,0,1
71,2,1,2,5708.2,80.6,0,1,2,0,0
1,0,2,1,69.95,69.95,1,1,1,0,1
33,2,1,2,2016.3,59.55,0,2,2,1,0
16,1,0,1,326.65,19.05,0,0,0,0,0
56,1,2,0,5471.75,95.65,0,1,1,1,0
1,0,0,2,19.95,19.95,0,0,0,0,0
5,0,1,0,346.4,70.05,1,2,2,0,1
57,1,0,1,1061.6,19.4,0,0,0,1,0
56,1,1,2,1971.5,36.1,1,1,1,1,0
8,0,2,0,773.65,94.0,1,2,1,0,1
22,0,1,1,1422.05,61.15,0,1,1,1,1
1,0,0,1,19.75,19.75,0,0,0,0,0
40,0,1,2,2460.35,64.1,1,2,1,0,0
46,2,0,2,856.5,19.75,0,0,0,1,0
63,2,0,1,1275.85,19.7,0,0,0,1,0
68,2,2,0,7467.5,110.2,1,2,2,1,0
69,2,2,2,7261.75,106.35,1,2,2,1,0
56,0,2,0,5116.6,90.55,0,1,1,1,0
10,1,1,1,660.05,65.9,1,1,2,1,0
63,1,2,2,6590.8,104.5,0,2,1,0,0
24,2,1,1,1208.15,52.5,1,1,2,1,0
19,0,1,1,1033.9,56.1,1,1,1,0,0
22,0,2,0,1885.15,88.75,1,2,1,1,0
29,0,2,0,2467.1,84.45,1,1,1,1,1
13,1,1,1,989.45,75.3,1,2,2,1,1
70,2,0,2,2006.95,26.0,1,0,0,1,0
49,0,2,0,5025.0,99.4,0,2,2,1,0
43,1,2,1,4830.25,109.55,1,2,2,1,1
3,0,0,1,59.75,19.6,1,0,0,0,1
42,1,1,0,3088.25,73.15,0,2,2,1,0
57,1,1,1,3134.7,54.65,1,1,1,0,0
2,0,1,2,94.55,66.4,0,2,1,0,1
72,2,2,2,8312.4,115.55,1,2,2,1,0
46,0,2,0,4863.85,104.45,1,2,2,0,0
66,0,2,2,6871.9,100.05,1,2,2,1,1
62,1,2,0,6529.25,102.0,0,1,2,0,1
72,2,1,2,6637.9,91.15,1,2,2,1,0
35,1,2,0,3165.6,89.7,1,2,1,1,0
17,0,2,2,1454.15,90.2,0,1,1,1,1
72,2,1,0,6786.1,92.4,1,2,2,1,0
28,1,0,1,543.0,19.9,0,0,0,1,0
56,2,0,2,1327.15,25.15,1,0,0,1,1
31,0,2,2,2404.15,79.85,1,1,1,0,1
45,1,0,2,867.3,18.85,0,0,0,0,0
1,0,0,1,25.75,25.75,1,0,0,0,0
2,0,1,1,114.7,49.6,1,1,1,0,1
6,0,0,1,109.5,20.95,1,0,0,0,0
48,1,2,0,4692.95,97.05,1,2,2,1,0
25,0,0,2,546.85,25.4,1,0,0,1,0
64,2,0,2,1274.05,19.7,1,0,0,1,0
50,0,1,1,1782.4,35.0,1,1,1,0,0
52,1,2,2,5301.1,101.25,0,2,2,1,0
4,0,2,0,280.35,70.2,1,1,1,1,0
32,0,2,0,2897.95,90.95,0,2,2,0,0
45,2,1,2,3371.0,73.85,0,2,1,1,0
9,0,2,0,801.3,88.05,1,1,2,1,0
66,1,2,2,6975.25,105.95,1,2,2,1,1
3,0,2,0,257.05,91.85,0,1,2,0,1
54,2,0,1,1079.45,20.1,0,0,0,0,0
1,0,1,0,40.1,40.1,0,2,1,1,1
64,2,2,2,6997.3,110.3,0,2,2,1,0
31,0,2,0,2217.15,73.9,1,1,1,0,1
14,0,2,1,1129.1,89.8,1,2,2,0,1
12,1,2,2,979.05,85.15,1,2,1,0,0
67,1,1,2,4119.4,60.95,1,1,1,1,0
35,0,1,0,2568.55,72.25,0,2,1,1,1
45,2,1,1,3349.1,73.55,0,1,2,0,0
10,0,1,1,492.1,46.0,0,1,1,0,0
29,0,1,2,1718.95,58.55,1,1,1,0,0
24,1,0,2,605.25,24.6,0,0,0,0,0
66,2,0,1,1344.5,19.75,1,0,0,1,0
51,1,2,1,4267.15,86.35,0,2,1,0,0
45,2,0,1,1121.05,25.5,0,0,0,1,0
49,1,0,2,918.7,19.0,0,0,0,1,0
29,2,0,1,521.8,19.55,1,0,0,1,0
40,0,2,2,4469.1,110.1,1,2,2,1,0
37,0,2,0,3580.3,96.55,1,2,2,0,1
25,0,2,0,1729.35,69.75,0,1,1,0,0
22,0,1,0,1073.3,50.6,1,2,2,0,0
72,2,1,2,4566.5,65.6,1,2,2,0,0
7,0,1,2,293.3,40.1,1,1,2,0,1
33,2,1,2,2603.1,82.1,0,2,2,1,0
23,0,2,1,1783.75,79.1,1,1,1,0,0
24,0,2,0,2440.15,101.25,1,2,2,0,1
1,0,2,0,79.55,79.55,0,2,1,0,1
69,2,1,1,6322.1,90.65,0,2,2,0,0
3,1,0,2,57.4,20.55,1,0,0,0,0
56,1,1,2,4284.65,75.75,1,2,2,0,0
65,1,2,2,7138.65,110.0,1,2,2,0,0
71,1,0,0,1539.75,20.85,0,0,0,1,0
14,0,2,2,1058.1,80.35,1,1,1,0,0
2,0,2,0,123.8,70.15,1,1,1,0,0
32,1,2,0,2781.85,84.05,0,2,1,0,1
40,0,1,0,2731.0,67.45,0,1,2,0,0
1,0,0,2,20.75,20.75,0,0,0,0,0
1,0,2,0,89.1,89.1,1,2,2,0,1
7,0,2,1,497.3,69.9,1,1,1,0,0
15,0,1,0,711.15,51.1,1,1,1,1,0
17,0,2,0,1607.2,94.4,0,2,1,1,1
19,0,2,0,1490.95,78.25,1,1,1,0,1
71,2,0,2,1898.1,25.55,0,0,0,0,0
54,2,1,2,3273.95,60.0,0,1,1,1,0
31,0,2,2,2929.75,90.55,1,1,1,1,0
11,0,2,0,838.7,76.4,0,1,1,0,0
18,0,2,0,1443.65,84.95,1,1,2,0,0
72,2,2,2,7746.7,110.1,1,2,2,0,0
71,0,2,2,6951.15,99.65,1,2,2,0,0
5,0,1,2,214.75,45.4,0,2,1,0,0
38,1,1,2,2669.45,69.0,0,1,2,1,0
5,0,1,2,235.2,48.65,1,1,1,0,0
2,0,1,0,92.65,44.15,1,1,1,0,1
52,2,1,2,3103.25,59.85,0,1,1,0,0
8,0,2,0,606.25,75.75,1,1,1,0,1
68,2,1,0,5330.2,80.65,1,2,2,0,0
69,1,0,2,1403.1,20.55,1,0,0,1,0
42,0,1,2,2727.8,66.4,1,1,1,1,0
50,2,2,1,5038.45,100.2,1,2,2,0,0
1,0,0,1,19.1,19.1,1,0,0,0,1
1,0,2,0,80.3,80.3,1,1,1,1,1
33,0,1,2,1462.6,44.55,1,1,1,1,0
7,0,0,1,150.6,20.35,0,0,0,0,0
64,0,2,0,5960.5,91.8,1,1,1,1,0
1,0,2,0,74.9,74.9,1,1,1,0,1
59,2,0,2,1192.3,20.2,1,0,0,0,0
6,0,1,0,314.55,50.35,0,1,1,1,0
3,0,0,1,56.0,18.8,0,0,0,0,0
15,0,0,2,330.8,20.45,0,0,0,1,0
13,1,1,0,877.35,64.75,1,2,2,1,0
23,0,2,2,2249.1,98.7,1,2,2,0,0
31,0,2,0,2807.65,89.45,0,2,1,1,0
29,1,1,0,1696.2,58.75,1,1,1,0,0
49,1,0,2,1032.05,20.7,0,0,0,1,0
56,0,2,2,4902.8,85.6,1,2,1,1,0
63,2,1,2,4995.35,80.3,1,1,2,0,0
63,2,1,2,5034.05,79.8,0,2,2,1,0
24,0,2,0,1857.75,79.85,1,1,1,1,0
36,1,1,2,1992.85,54.1,0,1,1,1,0
9,0,2,0,751.65,80.85,1,2,1,0,1
3,0,1,0,66.95,24.75,0,1,1,0,1
21,1,1,1,1714.95,80.9,0,2,2,1,0
13,1,0,2,343.6,24.5,0,0,0,1,0
1,0,0,2,20.15,20.15,1,0,0,1,0
25,1,0,1,520.1,20.05,0,0,0,1,0
71,2,0,2,1387.45,19.6,1,0,0,1,0
66,1,2,2,7383.7,114.3,1,2,2,0,0
45,1,2,0,4483.95,100.3,1,2,2,0,0
22,0,2,2,1706.45,80.0,1,2,1,1,0
67,1,0,2,1327.4,20.85,1,0,0,1,0
68,2,2,2,5974.3,89.95,1,2,1,1,0
49,0,2,2,4515.85,90.85,1,1,2,0,1
4,0,1,1,179.85,48.75,0,1,1,0,0
63,1,1,2,5040.2,80.0,0,1,2,1,0
2,0,2,2,165.0,79.7,0,1,1,1,1
21,1,0,1,422.7,20.35,1,0,0,0,0
55,2,1,2,3046.4,57.55,0,1,1,1,1
1,0,0,1,20.25,20.25,1,0,0,0,0
17,2,0,1,358.05,19.4,0,0,0,0,0
